,title,category,description,current_funding_amount,percentage,target_funding_amount,supporter
4807,애뽈의 2021 숲소녀 다이어리&달력,디자인 문구,"2021년, 행복한 매일을 만들어가는 숲소녀 다이어리와 달력을 제작하는 프로젝트입니다.",21629600,432,50068,470
4808,마음이 자꾸 작아지는 당신에게 [나는 토끼 폼폼],출판,꼬리가 커서 슬픈 토끼 폼폼이가 자신의 자존감과 행복을 찾는 이야기,4325000,432,10011,152
4809,"마음 속 보석 같은 이야기, 카드게임 젬톡",보드게임 · TRPG,젬톡은 마음 속 이야기를 대화로 끌어내어 서로를 이해하고 공감하게 도와주는 카드게임입니다.,4325000,432,1000000,143
4810,"한국의 정신을 이은 한지 공예 가방, 잇-백",잡화,"한국의 전통문양을 새긴 잇-백을 통해, 우리 전통한지의 가치를 알리고자 합니다.",3026000,432,7004,24
4811,"우리가 몰랐던 일본의 양심, 다카자네 야스노리 유고집 발간",출판,일본의 평화운동가 다카자네 야스노리 선생의 글을 통해 한일간 민중평화연대의 역사를 공유.,8642500,432,20005,146
4812,무협 사극 동양판타지,웹툰 리소스,동양판타지를 위한 스케치업 배경입니다.,4320000,432,10000,36
4813,냉면 덕후 굿즈,디자인,슴슴한 국물의 맛. 구수한 메밀면발. 네 맛도 내 맛도 아닌듯해도 처음에만 그런 거야.,4104000,432,9500,276
4814,스케치업 웹툰 배경 - 식당 5종,웹툰 리소스,스케치업 웹툰 배경 식당 5종 세트입니다.,1295000,431,3004,41
4815,3D 손 포즈 세트 (기본형),웹툰 리소스,"그리기 어려운 손을 다양한 각도와 포즈, 그림자를 참고할 수 있게 3D로 제작해 보았습니다",1295000,431,300000,37
4816,[오피스 파우치] 건설 소재의 재해석 2탄,잡화,건설 소재를 재해석하여 제작한 오피스용 파우치입니다.,4316600,431,1000000,163
4817,마요네즈 소설 앤솔로지 <폴더명_울새>,출판,다섯 명의 새로운 소설가를 만나는 설렘,4316400,431,1000000,83
4818,비운의 독도지킴이: 안용복 선생님 알리기,주얼리,"<비운의 독도지킴이: ""안용복"" 선생님 알리기>",2158076,431,500000,278
4819,아빠와 만드는 새로운 방패연,예술,아빠와 자녀가 새로운 방패연을 만들며 특별한 시간을 만들 수 있는 프로젝트입니다.,2158000,431,5006,46
4820,"언제 어디서든 신선한 필름, '전국 필름 자판기 설치'",사진,많은 사람들이 필름을 언제 어디서든 접할 수 있도록 ‘전국 필름자판기 설치’를 시작합니다,21572000,431,50051,693
4821,2021년을 되돌아보는 질문 노트 '해기록',출판,나만의 한 해를 기록하다. 2021년을 되돌아보는 질문 노트 '해기록',2157000,431,5004,110
4822,< 2020 빵고양이 달력 > 만화가 함께 있어요.,디자인 문구,빵과 고양이가 그려져 있는 2020년 캘린더 입니다. 캘린더 뒷면에는 만화가 실려 있어요,4313000,431,10006,194
4823,코피노 아이들을 위한 자연분해 'bamboo' 칫솔세트!,홈 · 리빙,자연분해되는 친환경 'bamboo'칫솔의 수익금은 코피노아이들의 교육비로 기부됩니다.,4312000,431,1000000,312
4824,20년 플로리스트가 제대로 만든 '원형 플라워 돈박스',홈 · 리빙,"어버이날 선물을 위한 플라워 용돈박스,돈꽃박스 입니다",1293600,431,300000,43
4825,잃어버린 나를 마주하는 111가지 물음표 <Selfer>,출판,"Selfer : 잃어버린 '나'를 마주하는 7가지 주제, 111가지 질문.",4311000,431,1000000,159
4826,"눈 내린 산에 담긴 마쉬멜로와 핫초코 한잔,설림 머그&워머",홈 · 리빙,"마시멜로우를 굽는 워머, 따뜻함이 계속되는 머그와 함께 포근하고 달콤한 겨울을 보내보세요.",3447000,430,800000,90
4827,폐종이를 업사이클하여 만든 지갑! Paper Factory,잡화,PAPER PATTERN PLACE. 폐종이를 재활용하여 새로운 패턴의 생활용품,4308000,430,10018,235
4828,혼자 사는 즐거움 - 글로리홀 라이트 세일즈,홈 · 리빙,혼자 사는 즐거움을 위한 글로리홀의 조명 프로젝트입니다,2283000,430,530000,33
4829,코인의 반란 -불법 다단계-,출판,도서출판 행복에너지의 도서 출간 프로젝트입니다,4307000,430,1000000,16
4830,"쥬노 ZUNO : 사라질 지 모를 친구, 멸종위기동물 카드",보드게임 · TRPG,54장의 카드로 배우는 멸종위기동물과 그들을 지키는 방법,4304000,430,1000000,127
4831,"와썹캣, 길고양이 돌보기 초보 가이드 2020 달력",디자인 문구,스트릿 출신 길고양이들을 친근한 모습의 캐릭터로 만들어 그들과의 공존을 도모합니다.,2152000,430,5004,77
4832,두고두고 소중히 할 약속을 새기는 반지,주얼리,빛바랜 새해 다짐. 익숙해져 희미해진 약속들을 반지에 새겨 항상 소중히 기억하도록 !,2152000,430,5004,60
4833,물통과 간식통을 하나로! 나도 사용하는 2in1 애견텀블러,홈 · 리빙,산책시에도 쏙 여행시에도 쏙! 간편하게 챙기는 텀블러. 나도 사용할 수 있는 2in1텀블러,860760,430,2001,65
4834,"동해를 지키는 울릉도 해마, 별들포!",잡화,플라스틱 업사이클링 인형으로 탄생한 해마,4303500,430,10008,68
4835,싱어송라이터 신잔디 정규1집 '듣는 시' 테이프,음악,싱어송라이터 신잔디의 첫번째 정규앨범 '듣는 시' 카세트 테이프 음반 발매 프로젝트,4301000,430,10002,92
4836,Nonfiction Sourdough (논픽션 사워도우 ),푸드,가정에서 굽는 사워도우 빵 실패담을 노하우로 정리한 책,19351000,430,4500000,593
4837,언제나 함께! 메이플 오르카&스우 인형쿠션,캐릭터 · 굿즈,메이플 스토리의 쌍둥이 군단장 스우와 오르카의 인형쿠션입니다!,1290000,430,3000,42
4838,"1,000mm로 커진 귀여운 자이언트 '레시'",디자인 문구,"1년 365일, 1분 1초, 나노 단위까지! 매일매일 귀여운 레시를 알리기 위한 프로젝트!",42997000,429,10000000,625
4839,여성&소셜임팩트 스타트업 창업가 12명 연속 인터뷰,출판,12명의 여성 스타트업 창업자와 소셜임팩트 창업자의 고민과 현장의 땀을 담습니다,4729000,429,1100000,134
4840,우리의 분노는 어디로 가는가? 만화 <화의 방향> 단행본,웹툰 · 만화,'가족의 해체'를 그린 만화. 란탄의 <화의 방향> 단행본 제작 프로젝트,12894000,429,30055,400
4841,"나의 취향대로, 나의 공간에 맞게 ""하프문 선반시리즈""",홈 · 리빙,원하는 곳에서 다양한 방식으로 사용 가능한 하프문 선반 시리즈,8596000,429,2000000,113
4842,"밭에서, 예술로 노는 재미! <그레잇테이블> @꽃비원",예술,"그레잇테이블은 농촌에서 예술가, 농부, 셰프가 모여 놀고 먹고 보는 라이프스타일 문화기획",4297000,429,1000000,43
4843,진짜 하루만에 끝내는 이모티콘,출판,카카오톡 이모티콘 작가 정오목의 [진짜 하루만에 끝내는 이모티콘] 출간 프로젝트입니다.,8593000,429,20030,389
4844,우주 최고의 섹시 로멘시스트 여행가!! 보이저 호 핀뺏찌,캐릭터 · 굿즈,태양계를 벗어나 지금 인터스텔라를 항해하고 있는 보이저 호의 골든 디스크 핀뱃지여요!!!,2148000,429,500000,130
4845,이유 시집 <곁:>,출판,"기록의 문장들, 기억의 낱말들을 엮은 첫 번째 시집 <곁:>",1288555,429,300000,72
4846,"[커들리] 사이즈 90부터 105까지, 여성을 위한 트렁크",의류,나를 위한 선물 | 여러분들의 Y존에 자유로움을 불어 넣어주는 여성용 트렁크팬티입니다.,4294800,429,10011,76
4847,[마지막3차] 예민한 피부를 가진 자매가 만든 천연화장품!,홈 · 리빙,예민한 피부를 가진 자매가 만든 사과추출물+히알루론산의 촉촉한 수분 미백 앰플입니다.,2146800,429,5004,92
4848,퓨마 뽀롱이를 기억하며 : 동물을 위한 동물원 만들기,캐릭터 · 굿즈,퓨마 뽀롱이를 뱃지와 스티커로 기억하며 동물원·동물법 개정 후원을 목표로 하는 프로젝트,4293004,429,10007,375
4849,또박또박 반듯하게 쓴 손글씨 폰트 '쓰다'시리즈 출시!,디자인,"헤움디자인만의 브랜드 '쓰다시리즈' 바르게, 올곧게, 단정히쓰다에 이어 굳건히쓰다 출시!",4291000,429,10002,47
4850,"변함없는 달의 아름다움을 담아, 달 은반지",주얼리,"변함없는 달의 아름다움을 담아, 달 은반지",1716000,429,4000,55
4851,"나만의 메세지를 담아 ""메세지반지""",주얼리,2018년 봄을 기다리는 당신을 위해 따뜻한 봄날같은 글을 새겨 간직하세요.,2145000,429,500000,31
4852,편안함에 패션을 더한 속바지 니하이 인생 스타킹!,잡화,"고심 끝에, 올해 봄! 15데니아 속바지 니하이 스타킹으로 업그레이드 되어 돌아왔습니다",4288400,428,10019,202
4853,너의 우울을 사랑해: HUG YOUR BLUE,예술,"우울증, 자살 예방 후원 모금을 위한 프로젝트 <HUG YOUR BLUE>를 소개합니다.",5572700,428,13020,363
4854,"조용해서 소란한 청각장애인 에세이 [안 들리지만, 그래도]",출판,서툴고 더딜지라도 꿋꿋하게 이 세계와 마주하려는 청각장애인의 이야기.,8569700,428,20022,342
4855,"주머니속의 캐리어, 새로운 컨셉의 지갑 '케리'",잡화,"신용카드, 명함, 동전 등 작은 아이템까지 모조리 수납가능한 내 주머니속의 작은 캐리어",4284000,428,10009,150
4856,<수제 콜드브루 만들기> 원산지별 다양하게 즐기기,푸드,다크랩의 콜드브루는 집에서 직접 콜드브루를 간편하게 만들 수 있는 키트 입니다.,2142000,428,5004,75
4857,편안하면서도 격식있는 예복드레스와 클래식 실크스카프,의류,격식있으면서도 편안하고 아름다운 예복드레스입니다. 실크스카프와 함께 멋스럽게 누리세요.,11566000,428,2700000,70
4858,농부를 살리고 환경을 살리는 머시주스의 100% 수박주스,푸드,맛과 영양엔 이상이 없는 못난이 과일을 클렌즈 주스로 변화시키는 '어글리뷰티' 프로젝트,4282000,428,10004,213
4859,"활용도 높은 럭셔리 브러쉬, 문양, 이펙트 시리즈1",웹툰 리소스,"웹툰과 일러스트 등 다양한 분야에 사용 가능한 럭셔리 브러쉬, 문양, 이펙트 시리즈입니다.",4280000,428,10000,128
4860,상상이 현실로! 선인장 가죽으로 만든 카드 홀더,잡화,"환경 친화적인 식물성 비건 소재, '선인장 가죽'으로 만든 카드 홀더입니다.",51641400,427,120940,595
4861,Made in North Korea 북한의 그래픽디자인책,출판,Made in North Korea 북한의 그래픽디자인 한글번역본 한정판,85572000,427,20000000,1584
4862,FLEEP 포터블 보스턴백,디자인,더욱 튼튼하고 가벼워진 FLEEP 포터블 보스턴백입니다.,21393000,427,50100,880
4863,성지 아이들의 꿈을 그린 유리잔,홈 · 리빙,성지지역아동센터 아이들의 꿈을 응원하는 [아이해브어드림] 프로젝트 입니다.,4278000,427,1000000,193
4864,"따뜻한 마음으로 더 많은 분들과 <함께 걸어요, 비단길!>",웹툰 · 만화,꾸러기 삼총사와 자폐성 장애인 비단이의 만남을 통해 변해가는 과정을 그린 만화입니다.,4295000,427,1004000,139
4865,사막에 오로라가 생긴다면? ☞오로라사막 마스킹테이프+메모지,디자인,'만약 사막에 오로라가 생긴다면 어떤 모습일까?'를 상상하며 제작해본 문구류입니다.,1283309,427,3005,131
4866,"'꼬마백조의 날개 찾기', 저소득층 발달장애 아동 치료",주얼리,후천적 발달장애를 가진 지우가 치료 시기를 놓치고 있습니다. 지우를 도와주세요!,4277100,427,1000000,403
4867,올드 빠리 패션북 <라 모드 빠리지엔느> 1860-1897,출판,"19세기 빅토리아 시대 빠리 패션 올컬러 일러스트 1,000장+@ 아트북",12831000,427,30049,614
4868,친구따라 우주해적 3권,웹툰 · 만화,친구따라 우주해적 3권 제작 프로젝트입니다.,12828900,427,3000000,471
4869,"성적 대상화 없는 여성 속옷을 위하여, 디폴트 드로즈",의류,합리적인 가격의 편안한 여성 드로즈입니다.,12826500,427,3000000,404
4870,연극 '간신히 사는 남자',공연,동국대학교 희곡분과 2017년도 제 44회 정기공연 '간신히 사는 남자',2137700,427,500000,105
4871,독립출판 제작자를 위한 디자인 가이드북 - 페이퍼 마진,출판,편집 디자인을 어떻게 해야할지 막막하신 분들을 위해 제작 하였습니다.,4275000,427,10011,220
4872,'더블 미션 : 비욘드 디 오브젝트',보드게임 · TRPG,"4명의 도둑들이 각자의 목적을 위해 보물을 훔치는 과정에서 벌어지는 협력과 배신, 전략들을 담은 이야기.",12822500,427,3000000,209
4873,"로컬 여행의 기억, 폴라로이드 마그넷 <경주> & <제주>",캐릭터 · 굿즈,국내 팔도 여행자들을 위한 금속 마그넷 시리즈 <경주> & <제주>,4273400,427,10007,149
4874,"목욕시간 단축, 린스 사용이 필요없는 반려동물 수제 비누",향수 · 뷰티,"풍성한 거품과 깔끔한 헹굼력은 기본, 목욕후 피모 촉촉함이 오래 유지되는 수제비누입니다.",2136500,427,5003,60
4875,요일후드티 or 요일맨투맨 + 요일양말7족 SET~!,잡화,고민 고민하지마~!! 오늘은 오늘을 입으세요~! 오늘을 입는 요일프로젝트!,4272500,427,10005,96
4876,리단의 정병 만화책 <조색기>,웹툰 · 만화,"정신질환을 앓고 있거나 앓았던, 혹은 그에 관심을 가지고 있는 모든 사람을 위한 만화책",8542611,427,2000000,383
4877,호탐하우스_03 : 대학교,웹툰 리소스,웹툰을 위한 스케치업 배경 제작 프로젝트,12811800,427,3000000,131
4878,"더 업그레이드된 인센스스틱,직장인의 하루를 담다!",홈 · 리빙,"독특한 인센스스틱으로 돌아온 루시아아로마, 직장인의 하루와 어울리는 향기를 선보입니다:D",2135100,427,500000,90
4879,한눈에 보이는 무료 글꼴 가이드 - 영어편,출판,영어 무료 글꼴에 대한 체계적인 정보를 제공하고 그 활용 방법을 제대로 알려드립니다.,12808200,426,30066,451
4880,페랑디 파티스리 한글판 전격 출간!,푸드,세계 제일의 요리 학교 프랑스 페랑디의 파티스리 분야 최초의 책이 한글판으로 출간됩니다.,12808000,426,30065,105
4881,당신의 마지막 파자마 'bonnee',의류,"bonnee 2021 SPR 1st project; Pajama ""Own balance""",6402900,426,15030,90
4882,"여행하며 살겠다는, 결심을 했다.『출근 대신, 여행』",출판,"여행하며 살겠다는, 결심을 했다.『출근 대신, 여행』",4268388,426,10019,147
4883,교수님이 만든 나노셀룰로오스 무기자차 '순 365 선크림',향수 · 뷰티,더 순하게! 더 촉촉하게! 더 안전하게! 피부를 우선으로 무기자차 '순 365 선크림',4268222,426,1000000,137
4884,창작물 정기구독&메일링 서비스 자민재의 토크박스,출판,정기구독&메일링 서비스입니다. 제가 만든 창작물을 정기적으로 후원자분들 메일에 보내드립니다,1280000,426,3004,53
4885,예쁜데 맛있어! 블렌딩과일청,푸드,일단 잡솨 봐 :0 색에 반하고 맛에 놀라는 마약같은 수제 과일청,1194300,426,280000,36
4886,감자에 감자한 마음을 담아 - '감자잔',홈 · 리빙,강원 사람의 남다른 감자 사랑으로 빚어진 둥글둥글 '감자잔',4265000,426,1000000,89
4887,도서《나도 말할 수 있는 사람이다》,출판,"""성판매 여성들의 더 많은 징징거림을 듣고 싶습니다."" (본문 中)",23455300,426,5500000,1131
4888,"종이 한 장 차이; 지구를 위한 종이·인쇄 가이드, 샘플북",디자인,지구를 존중하는 디자이너와 제작자를 위한 종이·인쇄 가이드 + 재생종이와 비목재종이 샘플북,4264000,426,1000000,165
4889,휴식과 기록 ohlollyday x moa 조명다이어리키트,디자인 문구,당신의 오늘에 관심 많은 오롤리데이 X 모아 브랜드가 만난 한정판 조명과 다이어리 키트,21316350,426,50038,431
4890,어젯밤 꿈으로 내면을 탐색하는 <별빛새김 꿈일기장>,디자인 문구,새해부터는 매일밤 꾸는 꿈을 기록하고 내 영혼의 지문을 찾아가는 여정을 시작해보세요.,4262000,426,10004,140
4891,THE IDOLM@STER 10주년 축하 광고,디지털 게임,아이돌 마스터 10주년 기념! 프로듀서 여러분의 힘을 모아 지하철에 축하 광고를 걸어봅시다!,2557549,426,600000,305
4892,"오늘은 쉬지 않습니다, 단편소설집 〈일시휴간 #1〉",출판,"지속 가능하고 싶은 글쓰기? 게으름을 무찌르고, 소설집 한 권 정도는 만들고 싶어요!",2130999,426,500000,64
4893,"그 시절 우리가 좋아했던 향기, 오렌지 로즈",향수 · 뷰티,"첫사랑의 그 풋풋함, 수줍음을 표현한 주황색 장미의 향기입니다.",2129900,425,5011,57
4894,0123의 첫번째 프로젝트 '일상 속의 조그만 바다',캐릭터 · 굿즈,"당신의 일상 속에 스며들 작은 바닷속 아이들, 그 첫 번째 범고래",8512000,425,2000000,317
4895,한국 느낌적인 느낌 HANGUK 뱃지 + 금속스티커,캐릭터 · 굿즈,한국과 동양적인 느낌의 아이콘이 담긴 4종류의 뱃지와 금속스티커,4254500,425,10010,143
4896,[웹툰 스케치업 배경]인터넷 방송 홈 스튜디오,웹툰 리소스,"안녕하세요. 웹툰 스케치업, '각자의 집'을 테마로 한 두번째 스케치업 배경입니다.",2127000,425,5004,68
4897,[결혼할 거야!]: 무지긴의 첫번째 퀴어 그림책,출판,[결혼할 거야!]는 무지긴 출판사의 퀴어 여성 그림책입니다.,2976000,425,7002,146
4898,내 콘텐츠로 적게 일하고 많이 버는 법,출판,내 콘텐츠로 적게 일하고 많이 벌 수 있는 저만의 전략을 소개합니다 :),2975000,425,7000,196
4899,"오랫동안 사랑받아왔고, 앞으로도 사랑받을 그림 세트",예술,모두가 함께 즐기는 아름다움을 만드는 프로젝트입니다.,424900,424,1002,10
4900,"오늘 뜨는 달을 기억하는 뱃지, 오늘 뜨는달. 오뜨달",캐릭터 · 굿즈,단순한 뱃지가 아닙니다. 오늘 뜨는 달을 기억할 수 있는 뱃지입니다.,12746000,424,3000000,533
4901,[계란맨 소식지] 단행본,웹툰 · 만화,드디어 나온 생활만화 <계란맨 소식지> 단행본 ! !,4248001,424,10018,237
4902,"우리나라 아름다운 영토 독도를 세계에 알리자,독도여권케이스",캐릭터 · 굿즈,"독도를 지키는 길은 전 국민의 의식화와 논리적무장이다,여행을 하며 독도지킴이가 되어주세요",2124000,424,5009,78
4903,"[설 선물] 달콤한 벌집꿀로, 달달한 사랑을 전해보세요.",푸드,"설을 맞이하여, 사랑하는 분들에게 로열제리 성분이 풍부한 달콤한 벌집꿀을 선물해 보세요.",4246800,424,10016,61
4904,심쿵~♥ 빼빼로데이 골든에그 마들렌,푸드,안녕하세요 친환경 디저트샵 피카타임에서 프랑스 고급 구움과자 마들렌을 소개해 드립니다,1274000,424,3004,35
4905,미니피규어&토미카 장식장 '루돌프',캐릭터 · 굿즈,"자작나무로 만든 콜렉터를 위한 미려하면서도 안전한 쇼케이스, 루돌프를 소개합니다.",1911000,424,450000,16
4906,"""私は黙らない(우리는 입다물지 않는다)""",잡화,<퀴퍼를내가슴에> ⑨ - ￼Design by 양지은,2122500,424,500000,251
4907,제주의 자연을 담은 싱글&블랜딩 TEA와 휴대용 인퓨저,푸드,"지구를 위한 따뜻한 한 모금, 휴대용 인퓨저와 제주 자연을 담은 싱글&블랜딩 티 세트",2122000,424,500000,64
4908,쓱 포토샵: NIK Collection 사용 가이드,디자인,이미지 보정을 쉽게 해주는 무료 플로그인 NIK Collection의 사용법을 알려줍니다,4241700,424,1000000,501
4909,"복을 담는, 길상_백(吉祥_Bag)",잡화,복주머니의 상징성과 매듭의 조화로 현대와 전통의 어울림을 녹여낸 가방을 소개합니다.,2120700,424,5001,38
4910,비염완화제 프레쉬 밤으로 편안한 호흡하세요,향수 · 뷰티,천연 성분으로 만든 비염 완화제(nose fresh balm)로 시원하고 편안한 호흡하세요,2120500,424,500000,107
4911,Deep Dark Dungeon,디지털 게임,깊고 어두운 던전에서 무시무시한 괴물들과 싸우는 로그라이크-라이크 액션 게임,4241000,424,1000000,124
4912,[트루블루 X 큐몬드] 1캐럿 큐몬드 목걸이,주얼리,"""이유있는 high quality, 1캐럿 큐몬드 목걸이""",636000,424,1500,5
4913,"가정의달, 가족사진 찍습니다!",사진,나의 가족의 지금을 기록하세요!,4240000,424,10000,41
4914,여성을 위해 여성들이 만든 스트릿웨어,의류,있는 그대로의 나를 표현하다. 디폴트 패션 브랜드 <MINUS SEVEN.FIVE>,10596333,423,2500000,153
4915,"내 맘대로 꾸미는 ""홀로그램 레트로픽셀 다이어리""",디자인 문구,홀로그램 표지에 픽셀아트 컨셉의 굿즈들로 구성된 6공다이어리입니다.,4237700,423,1000000,169
4916,"5·18 40주년 기억 굿즈, '우리의 기억은 강하다'",캐릭터 · 굿즈,5·18 40주년을 맞아 기억굿즈에 후원해주세요! 수익금전액으로 5.18 기억현수막 제작!,5083980,423,12018,195
4917,도시공학박사 아빠들이 만든 홈스쿨링 마을디자인 게임,출판,"""우리동네 설계사""는 도시공학박사 아빠들이 만든 홈스쿨링 마을만들기 디자인 게임입니다.",4236000,423,1000000,92
4918,"생활에 필요한 스티커, 'Sticker INterior'",캐릭터 · 굿즈,멋진 아티스트들과 함께 '생활에 필요한' 인테리어 스티커를 소개해요!,2118000,423,5007,89
4919,<달빛 머금은 월하향 > <별빛 담은 작은요정 들의 찻잔>,향수 · 뷰티,동화모티브향수 (영혼의꽃을 담은 ♠튜베로즈 월하향♠)(요정별빛담은 ★은방울꽃 뮤게향★),2117500,423,500000,37
4920,스케치업 웹툰배경 판타지 배경시리즈,웹툰 리소스,판타지에 어울리는 배경 시리즈,4235000,423,10011,55
4921,AI 개발자가 알려주는 열한가지 인공지능 지식,출판,당신과 대화하고 싶은 AI 개발자가 직접 쓴 인공지능에 대한 11가지 필수 지식,4234600,423,1000000,259
4922,BALANCE OF LIFE : 2022 캘린더,디자인 문구,요가 매트위에서도 밖에서도 균형을 잡으며 살아가는 우리들을 위한 일러스트레이션 달력,4233300,423,10007,183
4923,내 손에 펼쳐지는 로맨스 <바른연애 길잡이>시뮬레이션 게임,디지털 게임,"바름이의 설레는 일상이 나의 일상으로! 채팅형 시뮬레이션 게임, 피카 <바른연애 길잡이>",42329000,423,10000000,470
4924,ooo '무술견(武術犬)' 뱃지 연하장,잡화,"무술(戊戌)년, 무술(武術) 하는 노란 개(戊戌)의 힘을 받아 모든 어려움을 타파하세요.",1481500,423,350000,149
4925,파라노이아 TRPG - 디스토피아를 맞이하십시오.,보드게임 · TRPG,"시민, 개요만 보고 지나가는 것은 반역입니다.",21163000,423,5000000,514
4926,"우리, 다시 갈 수 있을까!",출판,"코로나 시대, 여행길은 막혀도 여행본능은 숨길 수 없어서 인스타 사진으로 시를 썼습니다.",2116000,423,500000,44
4927,유기견을 위한 푸들&비숑 에코백+파우치,잡화,"실제 유기견 출신의 엽이와 땅콩이를 모델로 한, 두번째 유기견 입양 프로젝트입니다.",21154233,423,50010,823
4928,<New York itself> 전세계가 사랑한 도시,사진,뉴욕에서의 시간을 선물해드리는 <뉴욕 엽서북>입니다.,2114485,422,5010,73
4929,한동대학교 언론정보문화학부 연극제작 공연 <베켓 : 詩>,공연,"한동대학교 언론정보문화학부 연극제작 공연, <베켓 : 詩> 입니다.",1057000,422,250000,100
4930,'깨끗하고 쉽게' 직접 만드는 콜드브루,푸드,다크랩의 콜드브루는 집에서 직접 콜드브루를 간편하게 만들 수 있는 키트 입니다.,2114000,422,5009,86
4931,나만의 영화리뷰 다이어리 <FMFM 프로젝트>,디자인 문구,"나만의 영화리뷰다이어리 For a Memory, For a Movie",6764600,422,1600000,299
4932,달콤한 초콜릿 한잔! 아이스초코,푸드,100% 카카오버터의 진짜 초콜릿으로 즐기는 초콜릿음료! 우유에 희석해서 드세요^^,845000,422,2002,35
4933,[인터뷰집] 요즘 것들의 사생활 : 먹고사니즘,출판,새로운 관점으로 주체적으로 먹고사는 밀레니얼을 만나다.,10560000,422,25023,578
4934,요즘같은 시대에 누가 집안에 가훈을 걸어 놓습니까?,홈 · 리빙,여러분의 소중한 소원과 결심. 제가 써드려도 될까요?,4224000,422,1000000,56
4935,우울증을 앓고 있는 서점 주인의 딱 한 달치 솔직함,출판,수원에서 심리상담서점 <리지블루스>를 운영하고 있는 우울증 환자의 29년 인생,2112000,422,5004,135
4936,마담땡의 사랑방,공연,"지방의 아쟁 연주자, 마담땡의 음악 공연 이야기",4222555,422,10006,94
4937,[페미니즘 카페 두잉] 여성의 날 기념 페미니즘 굿즈 4종,캐릭터 · 굿즈,"3.8 여성의 날을 맞이하여 페미니즘 에코백, 티셔츠, 스트랩, 스티커를 제작하였습니다.",8444777,422,2000000,262
4938,웹툰배경 :: 고급리조트 풀패키지,웹툰 리소스,호텔형 고급 리조트 풀패키지,4220000,422,10000,70
4939,웹툰/일러스트 창작을 위한 꽃 브러쉬,웹툰 리소스,창작자분들을 위한 꽃브러쉬,2110000,422,5000,88
4940,"웹툰용 스케치업배경[대학교, 대학로,동네]",웹툰 리소스,"안녕하세요. 캠퍼스로맨스, 캠퍼스청춘 장르 웹툰에 맞는 대학교와 대학로 배경 프로젝트입니다",4220000,422,1000000,116
4941,"선조들의 조선 힙, 흉배자수 원마일 파우치 & 흉배 노리개",잡화,쌍학과 쌍호 흉배문을 통해 경복궁을 거닐던 옛 선조들의 품위와 용맹함을 함께하세요!,12654000,421,30057,264
4942,당신의 블루는 어떤 색인가요?,출판,블루에 대한 생각들을 엮었습니다. 우리의 생각이 당신에게 공감과 위로가 되기를 바랍니다.,3374000,421,8014,134
4943,당신만 아는 비:밀 [BEE:蜜] SEOUL HONEY,푸드,서울에서 건강하고 행복한 벌들과 맛있고 향기로운 꿀들을 생산할 생각입니다.,6743000,421,16016,147
4944,나는 너를 쌀양해♥ <쌀양이 랜덤인형>,캐릭터 · 굿즈,따뜻한 사랑을 나눴던 쌀양이가 귀여운 인형으로 다시 태어났습니다 ♥,6319000,421,15009,194
4945,당신의 던전에 무슨 일이?! Hero Detected!,보드게임 · TRPG,"판타지 세계관의 던전 보스가 되어, 자신의 던전을 가꾸고 용사의 침입을 막아야 합니다!",12637025,421,3000000,376
4946,소비자의 선택 바트 콘테스트 우승 베리 맛있는 설향 딸기,푸드,소비자가 직접 맛보고 선택한 바트 콘테스트 우승 베리 맛있는 설향딸기를 여러분께 소개합니다,2106000,421,5002,74
4947,디자인과 성능 모든걸 갖춘 오브제 청소기 VENTUS-V3,테크 · 가전,청소기는 가볍고 흡입력이 강해야합니다. 거기에 인테리어까지 모든걸 신경쓴 청소기를 만듭니다,4210000,421,10000,42
4948,삶에 지친 당신에게 필요한 <허밍포레스트 벌꿀스틱>,푸드,삶에 지친 당신에게 엄선한 꿀이 당신의 곁에 함께 했으면 합니다.,2103000,420,5007,13
4949,"""어디까지가 우리의 잘못일까?"" 2인극 <우리가,여기에>",공연,"월드 2인극 페스티벌 참가작 청소년극 <우리는,여기에>팀입니다. 많은 관심 부탁 드립니다.",1682346,420,4005,93
4950,"지관통들아 이젠 안녕! 덕후필수템, 거대 A1+포스터파일",홈 · 리빙,"드디어! 대형포스터를 자르지않고, 제대로 보관하시면서 쉽게 감상하실 수 있습니다.",60977000,420,145183,710
4951,"꽁치, 한국 성소수자 그림책의 시작",출판,"한국에서 쓰고 그린 최초의 성소수자 그림책! 미래의 아이들에게 매력적인 퀴어 ""꽁치""를 소개 해주세요.",4204000,420,1000000,185
4952,"[향수&굿즈] ""뽀작뽀작"" 포근한 눈에 남은 고양이 발자국",향수 · 뷰티,"추위에도 고양이가 끄떡없길 바라는 소망과 뽀작한 귀여움을 담은 향수와 굿즈, 만나보실래요?",2101900,420,5004,38
4953,"입을수록 자연스러워지는 데님컬러, ""데님 니트""",의류,"데님의류를 만드는 인디고 원사를 활용, 니트로 편직하는 기술을 개발하여 데님 니트 런칭",12609000,420,3000000,161
4954,"이주여성과 함께 피어나는 여름, 한 송이의 희망 팔찌",캐릭터 · 굿즈,동남아 이주여성 인식 개선 프로젝트 : 희망을 담은 꽃말 팔찌,1050500,420,2501,62
4955,전세계약할 때 놓쳐서는 안 될 11가지 체크리스트,출판,"이 글은 내가 전세집을 구할 때 기본적이면서도, 꼭 체크해보아야 하는 사항을 담았습니다.",1260000,420,3000,129
