index,title,category,current_funding_amount,percentage,target_funding_amount,supporter,description,result,title_len,intro_len
8219,금속활자로 만든 대한민국의 '유일무이'한 금속활자명함,디자인 문구,2105000,210,10023,16,금속활자로 만든 대한민국의 '유일무이'한 금속활자인쇄명함,1,30,32.0
8220,"소수로 뺏긴성을 탈환하라! 소인수분해 보드게임, 소수기사단",보드게임 · TRPG,1273000,212,6004,95,빼앗긴 성을 탈환하기 위해 돌아온 전설의 소수기사단! 소인수분해로 성을 점령하자! ,1,33,47.0
8221,"사회공학자가 밝히는 '화이트 스파이'의 연애, 돈,소통비법",출판,421000,210,200000,32,"스파이의 돈,연애,소통 비법을 다루는 서적 ""화이트 스파이가 되자"" 후원 프로젝트입니다",1,33,49.0
8222,"세상에 단 하나뿐인 연애 다이어리, <너를 우연히 만나>",디자인 문구,842000,210,4009,51,우연히 만나 인연이 된 여러분의 일상 속 특별함을 기록해보세요 :) ❤,1,32,40.0
8223,Wind blossom _ PURPLE TERRAZZO,잡화,421000,210,2004,22,보라빛을 주제로 작업한 악세사리 조각들입니다 :-),1,31,29.0
8224,폰트를 말하는 잡지 <모임꼴>,출판,5262000,210,25057,197,폰트 소개 잡지 <모임꼴>은 폰트의 이해와 공감을 넓히기 위해 기획되었습니다.,1,17,44.0
8225,삶이 영화가 되는 순간 <영어회화극장> 8기,출판,4209000,210,20042,58,쉬다이닝 <영어회화극장>은 12편의 영화와 함께하는 12주 영어 프로젝트 입니다.,1,25,46.0
8226,"죽기 전 10분, 그 놈의 이름을 남겨라! <후킬드미>",디지털 게임,2104000,210,1000000,200,"망자 기억의 끈을 더듬어 단서를 찾고 범인을 추리하라! 본격 웹소설 미궁게임, 후킬드미.",1,31,50.0
8227,"마녀조차 될 수 없는 마법사들의 이야기, [위자드 인터뷰]",출판,1472500,210,7011,96,마녀조차 될 수 없던 마법사들의 이야기를 담은 인터뷰지입니다.,1,33,35.0
8228,"우리의 벗, 대한민국 벚꽃 T",의류,1051400,210,5006,40,"27살, 벚꽃이 우리나라 꽃인 줄 알다. 일본의 국화가 아닌 우리나라의 꽃입니다.",1,17,46.0
8229,"[시작하기+함께하기] 꿈을 걷자, 홀로서기 청소년",캐릭터 · 굿즈,2102504,210,10011,117,만 18세가 되면 보육원에서 독립해야만하는 청소년들의 자립을 돕기위한 프로젝트입니다.,1,28,48.0
8230,단편영화 <수상한 택배>,영화 · 비디오,1682000,210,8009,73,낯선 것에 대한 우리의 두려움은 어디에서 비롯되는 것일까요?,1,14,34.0
8231,마스크 자투리로 만든 비누 트레이 & 샴푸바 만들기 KIT,홈 · 리빙,1051000,210,500000,24,"버려지는 마스크 자투리로 만든 비누 트레이와 샴푸바 만들기 키트
",1,33,37.0
8232,"콘텐츠를 바라보는 다른 시각, We See",출판,3153000,210,15014,147,매거진 <We See> Vol.01 “당신도 결혼 혹은 비혼을 고민하고 있나요?”,1,24,46.0
8233,작은 서점에서 일을 시작했습니다,출판,6306000,210,30028,314,책과 사람을 이어주는 작은 서점. 그곳이 어떻게 운영되는지 궁금하시다면...,1,18,43.0
8234,"2020 여성수첩, 여성운동 처음의 순간을 담다",디자인 문구,2102000,210,10009,91,"여성, 여성인권, 여성인권운동사의 주요 기념일과 여성인권 관련정보가 수록되어있습니다.",1,27,48.0
8235,제주 로컬매거진 <제주의 온도> Vol.1,출판,3152589,210,15012,99,감각적인 사진과 감성으로 전하는 제주,1,24,21.0
8236,소설 <천재배우의 아우라> 소장본 제작,출판,45895000,210,21840000,562,<천재배우의 아우라Aura> 종이책 제작을 위한 프로젝트입니다:),1,22,37.0
8237,바르셀로나 시도그라스 터퀴즈 어닝 스트라이프 셔츠,의류,2101000,210,1000000,29,세계적인 스트라이프 셔츠에 대한 고찰,1,28,21.0
8238,"콤포넌트 업그레이드 프로젝트 ""테라포밍마스 3D 타일""",보드게임 · TRPG,3151000,210,1500000,22,테라포밍마스 보드게임의 종이타일 콤포넌트를 대체하여 3D타일로 업그레이드 합니다.,1,31,46.0
8239,[공식] 귀여운 핑크빈이 워터볼 속으로!?,디자인 문구,12603697,210,6000000,503,부농탱글 콩콩콩! 핑크빈이 내 방 속으로 납신다!!,1,24,29.0
8240,늦깎이 일본 미대 유학생의 일상 <나는 그렇게 생각해>,출판,7350000,210,3500000,203,지금 이대로 괜찮을까? 답을 찾아 떠난 일본에서 종이를 만들며 기록한 '아주심기' 에세이,1,31,50.0
8241,일제가 멸종시킨 한국토종동물 [강치] 실버링,주얼리,840000,210,4000,24,일제에 의해 무분별하고 잔인하게 학살된 한국 토종동물들을 알리기 위해 만든 강치반지입니다.,1,25,51.0
8242,"[웹툰스케치업배경]놀이동산,놀이공원",웹툰 리소스,2100000,210,10000,30,제프로젝트는웹툰을하시는모든분들께배경을더쉽고실용성있게하기위해만들었습니다,1,20,39.0
8243,"자개 주얼리의 편견, 그리고 재발견",주얼리,1050000,210,5000,21,"연령, 스타일에 관계 없이 매력적으로 착용할 수 있는 자개 주얼리를 만듭니다.",1,20,44.0
8244,<모든 글과 글이 아닌 모든 것> 1호,출판,6300000,210,30000,187,잘 몰라서 좋아하고 잘 몰라도 좋아할 수 있는 무한한 자유를 이 작은 책에 담았습니다.,1,22,49.0
8245,[PR] 이 만드는 책과 굿즈를 소개합니다!,디자인,630000,210,300000,27,UE8에서 판매할 소모임 [PR]의 책과 굿즈들을 텀블벅을 통해 먼저 선보입니다!,1,25,46.0
8246,"멋지지 않은 디자이너들의 인터뷰집, <낫 쿨 디자이너스>",출판,2099500,209,1000000,132,디자인 전공자들의 현실적인 고민을 담은 인터뷰집,1,32,27.0
8247,"<오늘의 다은>과 함께하는 여행만들기 : 스페인, 포르투갈",예술,8396007,209,4000000,277,기록을 사랑하는 크리에이터 todaydaeun과 함께하는 여행 만들기 프로젝트,1,33,44.0
8248,2022 빛나는 날들을 그림으로 담은 달력 포스터형/탁상형,디자인 문구,1049500,209,5021,22,빛나는 순간의 날들을 그림으로 담은 '마음이 빛이 될 때' 포스터/탁상 달력을 소개합니다!,1,33,51.0
8249,"영유 100개 교육기관의 선택, 탐스 '영어 태권도 교재'",출판,2099000,209,10043,48,우리 아이 영어 태권도 첫걸음을 탐스와 함께하세요.,1,33,29.0
8250,29가지 테마의 셀프 헤나 놀이법. 헤나 플레이북 KIT,예술,2099000,209,1000000,68,의미와 스타일 모두 잡는 새로운 29가지 셀프 헤나 놀이 KIT,1,32,36.0
8251,불법 촬영의 2차 가해 및 불법 촬영 근절 [그만찍조],디자인 문구,629500,209,300000,56,불법 촬영의 2차 가해에 대한 경각심을 일깨워주고 불법 촬영 근절을 위한 프로젝트입니다.,1,31,50.0
8252,"불량언니들의 첫 여름, 손뜨개 텀블러 파우치를 소개합니다.",잡화,2266000,209,1080000,79,페미니스트 현장활동의 일환으로 청량리 성매매 집결지 쪽방 여성들의 사회안전망을 모색합니다.,1,33,51.0
8253,골라보는 맛이 있다! '식물 제과점',홈 · 리빙,1049000,209,5019,30,"북유럽 반도에서 온 식물로, 색(色)의 감각을 깨워보세요.",1,21,33.0
8254,"우리는, <옷깃만 스쳐도 인연>",출판,1049000,209,5019,51,"우리는 관계의 마침표를 찍은 사람들을 '스쳐 지나갔다'라고 형용하기로 했다.
",1,18,44.0
8255,"같은 듯 다른 센스 ""시밀러 셔츠""",의류,2098000,209,10038,29,"친구 혹은 연인 사이 같은 듯 다른 센스 ""시밀러 셔츠""",1,20,32.0
8256,단편 뮤지컬 영화 <장마 안녕>,영화 · 비디오,209777,209,100000,11,단편 뮤지컬 영화 <장마 안녕> 많은 관심 부탁드립니다!,1,18,32.0
8257,"행운을 부르는 네일 스티커, 운빨네일 '룰루줄리'",향수 · 뷰티,1048800,209,500000,15,사주와 네일을 결합한 독특한 상품으로 2020년 여러분들의 행운을 응원합니다.,1,28,44.0
8258,AD 피알 수 없으면 즐겨라!,예술,2097000,209,1000000,80,AD 피알 수 없으면 즐겨라! _ 코로나를 극복하는 광고홍보전람회의 방법,1,17,41.0
8259,유기동물에게 사랑을! 퐁신퐁신 솜뭉이 파우치,잡화,2516400,209,1200000,89,유기동물에게 사랑을 전달하는 퐁신퐁신 귀여운 솜뭉이 털 파우치입니다.,1,25,39.0
8260,모범잡화 × 바퀴주: 코딱지-챔프,홈 · 리빙,1048000,209,5014,47,모범잡화의 첫 번째 협업 프로젝트. 모범잡화 × 바퀴주: 코딱지-챔프,1,19,39.0
8261,"금사빠의 설렜던 순간들, '금방 사랑에 빠지는 이야기'",출판,1048000,209,5014,67,사랑에 빠진 금사빠들의 가슴 설렜던 순간들을 모아 옮겨 적었습니다. 누군가의 소중한 순간.,1,31,51.0
8262,낯선 곳에서 새로운 출발을 앞 둔 사람들에게,출판,2095800,209,1000000,84,"[청년미술가들과 함께하는 프로젝트]'토마토 나라에 왔어요' 동화책,벳지, 굿즈",1,25,44.0
8263,레진코믹스 <우리사이느은> 카드게임!,보드게임 · TRPG,6287000,209,3000000,232,레진코믹스의 인기 웹툰 <우리사이느은>을 카드게임으로 만나보세요!,1,21,37.0
8264,ITALY 패턴 스튜디오와 함께 만든 데일리 라운지웨어,의류,2095000,209,1000000,19,"코로나로 인해 생활의 중심이 집이되면서, 편안하면서도 가볍게 외출도 가능한 라운지웨어 제안",1,31,51.0
8265,"<favorite of favorites>-포스터,엽서",사진,419000,209,2004,26,"애정을 담아 아껴보던 것들, 꾹꾹 눌러담아 소개합니다.",1,31,31.0
8266,러블리꾸꾸 마테로 변신! 꾸꾸의 마스킹테이프,디자인 문구,921500,209,4409,32,"러브꾸꾸, 법사꾸꾸, 슈퍼꾸꾸, 과일꾸꾸 꾸꾸 네마리가 테이프에 쏙 들어갔어요!",1,25,45.0
8267,"마흔, 책과 사랑에 빠지다_인생의 답을 찾는 화두 독서법",출판,2094000,209,1000000,76,"평범한 직장인을 글쓰는 저자로 만든 독서의 옳은 방법들, 인생의 답을 찾는 '화두 독서법'",1,32,51.0
8268,스위트 클락워크 ★ 그의 목소리와 함께!,디지털 게임,11516910,209,5500000,144,여성향 미스터리 연애시뮬레이션 스위트 클락워크! 남도형 김영선 심규혁성우님과 함께 합니다!,1,23,51.0
8269,"같은 제목으로 따로 시 쓰기, 시집 <유월 오후의 우유>",출판,2721500,209,1300000,142,비 오는 날 차창에 맺힌 물방울에서 시가 시작되었습니다. 12인의 시를 소개합니다.,1,32,47.0
8270,"창작집단 일랑 , 연극 <하녀들>",공연,2512000,209,12019,64,창작집단 일랑 첫 번째 프로젝트 연극 <하녀들>,1,19,27.0
8271,사인검의 별자리 실버목걸이 & 사인검의 별자리 실버반지,주얼리,628000,209,3004,5,쥬얼리 모티브 - 조선의 사인검의 검면에 새겨져 있는 북두칠성과 이십팔수 천문도의 별자리.,1,31,51.0
8272,"별토끼, 달토끼 그림책 출판하기",예술,13606000,209,65100,345,밤하늘을 지키는 별토끼와 달토끼 이야기 그림책 출판 프로젝트,1,18,34.0
8273,건강한 두피의 시작! 맥주효모케라틴 약산성 올인원 샴푸바,향수 · 뷰티,2093000,209,10014,53,"민감성 탈모 두피, 모발을 위하여 천연유래성분 핸드메이드 샴푸바를 써보아요~",1,32,43.0
8274,당신의 길드를 최고의 자리에! 보드게임 [길드 빌드],보드게임 · TRPG,4186000,209,2000000,92,게임 길드빌드는 왕국 최고의 자리에 올라서기위해 경쟁하는 길드 간 암투를 그린게임입니다.,1,30,50.0
8275,"여러가지 뿔_웹툰, 일러스트, 창작을 위한 레퍼런스(자료)",웹툰 리소스,2092800,209,10013,44,"웹툰, 일러스트, 창작을 위한 3D 자료(reference)입니다. #스케치업 #포토샵",1,33,49.0
8276,일상과 함께하는 특별한 안경줄 II & 홀더,잡화,837000,209,4004,21,평범한 안경을 특별하게 만들어주는 glasses chain necklace와 레더 홀더,1,25,49.0
8277,나만의 데코가방,잡화,10462000,209,5000000,319,"세상에 하나뿐인 "" 나만의 가방 "" 을 만들어보세요",1,9,29.0
8278,이거알면 옛날사람 [플로피디스크 뱃지],잡화,1046100,209,500000,81,"추억의 물건 플로피디스크, 아시는 분 계신가요? 계시다면 옛날사람 인정",1,22,40.0
8279,작고 귀여운 반려식물 '씨앙',홈 · 리빙,1046000,209,5004,27,아트토이와 화분의 결합으로 탄생한 씨앗 캐릭터 반려식물'씨앙'이에요.,1,17,39.0
8280,"고소한 풍미와 상큼함이 담긴 아이스 커피, 게레나 아바야",푸드,1046000,209,5004,48,향긋하고 고소한 향미의 에티오피아 커피로 무더운 여름 시원하게 보내세요.,1,32,41.0
8281,자유로운 캠핑카 여행 사진이 담긴 2022 엽서 캘린더,사진,1046000,209,500000,33,캠핑카 여행의 꿈을 이뤄줄 로드트립 여행 캘린더 with 원목 거치대,1,31,39.0
8282,"몽골의 자연 그대로, 캐시미어 100% 머플러& 레깅스",잡화,1046000,209,500000,9,1차 펀딩 성공 이후로 다시 찾아 온 더라라 캐시미어의 캐시미어 100% 머플러와 레깅스,1,31,50.0
8283,바보요정 웽 Wooeng 굿즈 <뭼 후드 담요>,캐릭터 · 굿즈,6275400,209,3000000,149,바보요정 웽의 히로인(?) 공주병 요정 뭼의 양털 후드 담요,1,27,34.0
8284,"2020년을 기록한 산문집, [반대로 오는 것들에 대하여]",출판,1673400,209,800000,88,"유난히 다사다난했던 작년, 절망과 허무의 연속에서 자그만 희망을 이야기합니다.",1,33,44.0
8285,싱그러운 허브 & 향기로운 꽃 안내서,출판,4183500,209,20016,140,"식물을 사랑하는 마음으로 그린 허브와 꽃 일러스트, 쉽고 간단한 활용법까지 함께 만나보세요",1,21,51.0
8286,네이버 웹툰 <공대생 너무만화> 단행본 제작,웹툰 · 만화,31373010,209,150110,587,네이버 공대개그 웹툰 <공대생 너무만화>의 단행본 제작,1,25,31.0
8287,헬로좀비_1부 텀블벅,웹툰 · 만화,8366004,209,40028,306,웹툰 연재하였던 헬로좀비를 작게 출판합니다. 1부에 해당하는 442페이지가 담겨있습니다.,1,12,50.0
8288,여성청소년퀴어연극 호라이즌 언택트 ver.,공연,2091000,209,1000000,74,극단 창작은혁명의 여성청소년퀴어연극 <호라이즌>을 ZOOM 온라인 낭독공연으로 제작합니다.,1,24,51.0
8289,인간관계 에세이 <모든 사람에게 좋은 사람일 필요는 없어>,출판,6271500,209,30007,221,인간관계 때문에 어려움을 겪고 있는 당신을 위로할 책입니다. 오늘도 버텨주어서 고맙습니다.,1,33,51.0
8290,손톱에 입히는 헬레나케이 젤네일슬립~,향수 · 뷰티,6271000,209,3000000,55,여성의 패션 슬립처럼 네일에도 간편하고 쉽게 젤네일슬립을 입혀 보세요~~^^,1,21,43.0
8291,[감성품앗이] 2021 농산물달력 &문구세트,디자인 문구,1254000,209,6000,34,<2021년 농산물 카렌-다> 는 사계절의 수확하는 기쁨을 담은 감성적인 탁상달력입니다.,1,25,50.0
8292,귀욤 뽀작은 못참지! 마이 치즈베어를 추천해요!,디자인 문구,1045000,209,5000,34,"귀욤 뽀작은 못참지! [마이 치즈 베어]로 나에게, 친구에게 선물해요!",1,27,40.0
8293,영화 <견인> 강아지가 인간이 됐다?,영화 · 비디오,1045000,209,500000,22,"강아지가 인간이 됐다. 견인들의 견권 찾기, 견주들의 운명은?",1,21,35.0
8294,K팝스타가 콜렉팅한 작품을 나의 공간으로_사슴LED무드등,디자인,1045000,209,5000,21,"최고의 K팝 아이돌이 사랑한 작품, 드라마 속 그 작품이 ‘사슴 LED 무드등’으로",1,32,47.0
8295,"좋은 꿈을 선물하세요, 드림캐쳐",홈 · 리빙,2090000,209,1000000,47,"좋은 꿈을 선물하는 오리지널 디자인 드림캐쳐 입니다,",1,18,30.0
8296,"삼국시대 저고리를 엮은 린넨 로브세트, '고우지복'",의류,10447000,208,50225,80,옛 것의 뛰어남을 보전한 고우지복 세트와 함께 하는 편안하고 멋스러운 일상,1,29,42.0
8297,"노마드 실험기, <떠날 수 있게 되니 머물 줄 알게 됐다>",출판,2088900,208,10042,83,유랑하며 일하는 디지털노마드 실험기,1,33,20.0
8298,"유럽, 사이 : Between Europe",사진,4176542,208,2000000,126,"지난 1월과 2월 사이, 유럽의 도시와 자연을 담은 사진집과 전시입니다. ",1,24,42.0
8299,"웹툰,일러스트에 활용하기 좋은 피크닉세트 소재&브러쉬",웹툰 리소스,2088000,208,10038,62,"일러스트,웹툰 창작자를 위한 피크닉 소재",1,30,23.0
8300,아프리카 열정과 기쁨이 담긴 나십바이 가죽 클러치,잡화,2088000,208,10038,20,한손에 아프리카의 감성을 가득담을수 있는 케냐소녀들의 비즈공예로 완성된 가죽 클러치,1,28,47.0
8301,제주 남방큰돌고래 추적자들이 만든 최초의 돌고래 연구 굿즈,캐릭터 · 굿즈,20878000,208,10000000,265,돌고래 연구를 통해 얻은 데이터를 직접 활용한 굿즈들입니다. 수익금은 연구비로 활용됩니다,1,33,50.0
8302,"애쉬퀄텟, <For Your Solitary Night>",음악,6262000,208,3000000,61,그리움과 기억에 관한 4가지 이야기를 담은 애쉬퀄텟의 EP 앨범입니다.,1,32,40.0
8303,호랑이 담배피던 시절의 광장시장: 매거진<체험 삶의 광장>,출판,2087000,208,10033,56,"'한복을 담은 실크 에코백'을 이은 광장시장 프로젝트 2탄, 로컬매거진 <체험 삶의 광장>",1,33,51.0
8304,동화같은 일러스트 하프 캘린더&다이어리,예술,626000,208,300000,8,"힘들었던 상반기 굿바이, 남은 하반기 다시 시작하는 마음으로 !",1,22,36.0
8305,어쩌다 개집사가 된《우리는 안아주는 사람일 뿐》,출판,2086440,208,10030,111,'브런치' 화제의 글 <아기와 늙은 개>가 책으로 출간됩니다.,1,27,35.0
8306,실전편! 예술가를 위한 저작권 가이드북 [하다보면 늘겠지],출판,20861000,208,100293,829,디자이너와 예술가를 위한 권리장전 가이드북 [하다보면 늘겠지]가 실전편으로 돌아왔습니다.,1,33,50.0
8307,한국인의 멋 <전통 문화유산 2022 캘린더>,디자인 문구,1043000,208,500000,16,세상에서 가장 아름다운 대한민국. 한국의 아름다움을 2022년 달력으로 만나보세요!,1,26,47.0
8308,아이들이 더~ 좋아하는 [펭탐정과 함께하는 AR 컬러링북],출판,1043000,208,500000,28,"아이들에게는 완성의 창작 기쁨을, 부모님께는 아이와 함께 하는 즐거운 시간을 선물합니다.",1,33,50.0
8309,"베를린 감성 일러스트,2020 BERLIN KALENDER",예술,1043000,208,5014,40,12개의 베를린 감성 일러스트와 손글씨로 이루어진 벽걸이 낱장 달력입니다.,1,33,42.0
8310,2 in 1 버튼커버 팔찌#스트릿패션,주얼리,1043000,208,5014,30,한 가지 악세사리로 두가지 연출을 할 수 있는 아이템입니다.,1,21,34.0
8311,"잊혀져가는 우리말, 그리고 2018년 달력",디자인 문구,4170225,208,20049,156,잊혀져가는 우리말을 달력에 담았습니다. 아름다운 낱말들이 바래지지 않도록 지켜주세요.,1,24,48.0
8312,『엘더스크롤』공식 요리책,푸드,33347000,208,160322,964,이제 더 이상 스위트롤을 빼앗기지 않아도 됩니다!,1,14,28.0
8313,"<연필로 죽이기>, 잊지 않기 위해 기록한 조용한 독백",출판,1042000,208,5009,75,<연필로 죽이기>는 제가 겪은 친족 성폭력 피해자로서의 경험과 생각을 담은 에세이입니다.,1,31,50.0
8314,"세상의 고유한 빛을 담아내다, 매거진 <투영>",출판,1042000,208,5009,90,001. 당신의 마음에 닿을 노란빛 이야기,1,26,24.0
8315,김뜻돌 정규1집 <꿈에서 걸려온 전화 > 제작,음악,20839720,208,10000000,608,김뜻돌 첫번째 정규앨범 <꿈에서 걸려온 전화> 제작,1,26,29.0
8316,고양이가 낮잠을 잔다,잡화,1583227,208,7611,40,저희 프로젝트는 낮잠을 자는 고양이처럼 여러분의 하루가 좀 더 편안해지길 기원합니다.,1,12,48.0
8317,겨울엔 토스트가 좋아_ 2014 리소스텐실 달력,디자인 문구,1666345,208,8011,91,"그림작가 3인이 모여만든 일러스트 달력입니다. 리소스텐실기법으로 작업한 재밌는 달력을 만나보세요!
",1,27,57.0
8318,<8월의 부엌: 고추 편> 고추 식혜ㆍ짚 가방ㆍ부엌워크숍,푸드,4165800,208,20027,130,"계절의 감각을 맛으로, 물건으로, 경험으로 전합니다. 지금 놓치면 1년을 기다려야하는 맛!",1,32,51.0
8319,"꽃과 빛을 담은, ""오로라 화병""",홈 · 리빙,1770000,208,850000,49,"순간마다 다양한 색의 빛으로 당신의 공간을 채우는, <오로라 화병>입니다.",1,19,42.0
8320,제주도를 뛰쳐나온 현무암,예술,1041000,208,5004,31,안녕하세요 :) 제주도를 표현할 수 있는 조금은 특별한 선물을 만들고 싶었습니다 :),1,14,48.0
8321,"아이돌 빠순을 위한 자성적 담론의 시작,⌈빠-순⌋ 창간호",출판,8327666,208,4000000,409,자성적 빠순 담론의 시작: 아이돌 빠순-윤리의 비판적 성찰부터 폭력-저항 운동의 기록까지,1,32,50.0
8322,F1 블랙북시리즈 제1권 : F1 레이스카의 공기역학,출판,8327122,208,4000000,254,케로군의 'F1 블랙북시리즈 제1권 : F1 레이스카의 공기역학'을 출판하기 위한 프로젝트입니다.,1,30,55.0
8323,"방 안의 초록빛, 다큐멘터리 <비상구 있는 집>",영화 · 비디오,3122000,208,1500000,89,"방 안의 초록빛, 다큐멘터리 <비상구 있는 집> 입니다.",1,27,32.0
8324,일상에 던지는 작은 농담! '나이스 조크 데어',디자인,2081000,208,10004,43,일상탈출을 꿈꾸는 친구들의 유쾌한 이야기! 유쾌한 굿즈!,1,27,32.0
8325,"""오이디푸스의 딸, 악을 써라. 네 아비의 목소리로!""",공연,2081000,208,10004,182,이화여자대학교 인문극회 69기 정기공연 <안티고네는 크레온에게 물었다>,1,31,40.0
8326,엄마와 딸의 코인노래방 노동기,출판,2080777,208,1000000,173,엄마와 딸이 함께 코인 노래방에서 일을 하며 겪는 에피소드를 담은 책입니다.,1,17,43.0
8327,"그다음에 대해, 후 후 프 로 젝 트",출판,2080500,208,10002,43,"퇴사 후, 책 낸 후 할 수 있는 것들에 대한 세미나와 워크숍",1,21,35.0
8328,"코알라를 생각하는 마음, 코알라부",홈 · 리빙,2080100,208,1000000,103,"호주 산불로 기능적 멸종을 앞둔 코알라를 소품에 담아, 일상에서 함께하고자 합니다.",1,19,47.0
8329,"솜씨 좋은 마스터의 버려지는 가죽 새활용, 나만의 마술지갑",잡화,1040000,208,500000,42,남아서 버려지는 가죽을 재활용한 카드지갑. 현금수납도 편리한 가죽지갑,1,33,39.0
8330,일레븐 스케치업 07 - <한의원 실내와 외관>,웹툰 리소스,2080000,208,10000,61,일레븐이 제작한 웹툰제작에 도움이 되는 배경을 제공하기 위한 프로젝트 07,1,27,42.0
8331,"제주 오름의 신을 상상하다, <오름 상상 그림 vol.1>",예술,2080000,208,1000000,56,제주 오름의 신을 상상하여 그림으로 그렸습니다.,1,33,27.0
8332,[손그림 엽서]이로운 풀을 보는 색다른 시선과 만나기,디자인 문구,2080000,208,10000,70,발달장애 청년 이상욱군과 김태완군이 이로운 풀로 세상과 소통을 시작하는 첫 작품입니다.,1,30,49.0
8333,포토샵 브러쉬 텍스트,출판,8320000,208,4000000,210,"초타원형이 출판하고 판상형이 쓴 디지털 브러시 이야기책.
Photoshop. Brush. Text.",1,12,57.0
8334,당신을 기다리는 남쪽으로의 여행 <so.tongyeong>,출판,3743000,207,1800000,104,"섬과 바다, 예술이 가득한 통영으로 당신을 초대하는 통영 여행 매거진과 미리 받아보는 굿즈",1,33,51.0
8335,노플라스틱 문화에 앞장서는 [에코위코_고체샴푸],향수 · 뷰티,623750,207,300000,25,"본연의 아름다움을 건강하게 지켜 주고자, 자연으로부터의 재료만을 사용한 고체 샴푸바입니다.",1,27,51.0
8336,처음 만나는 세상 <ICECREAM TRUCK>,디지털 게임,10395800,207,5000000,294,"감정 맛이 나는 아이스크림들을 제조하고, 새로운 세상들을 모험해보세요.",1,27,40.0
8337,"신비한 이세계의 발자국, <몽환의 숲>으로 와요.",잡화,2079000,207,10043,55,"비밀의 정원을 지나 몽환의 숲을 발견한 우리들, 그곳에서의 새로운 발자국을 찾으러 떠나요!",1,28,51.0
8338,세계 100대 명화 X 국가별 시화집 시리즈,출판,2079000,207,1000000,49,국가별 세계 100대 명화와 명시를 담은 아트북,1,25,27.0
8339,우울할 때 읽는 시집《까맣던 하늘이 파래질 때》,출판,1039500,207,5021,51,우울해진 마음이 까맣게 타버렸을 때 읽기 좋은 우울한 위로와 밝은 위로를 담았습니다.,1,27,48.0
8340,향기를 담은 '넨네코냥이'가 평화를 전합니다.,홈 · 리빙,6237000,207,3000000,149,평화를 전하는 넨네코양이,1,26,14.0
8341,우리는 결국 크리에이터가 된다! 직접 찍은 조개 이미지소스,디자인 문구,1143200,207,5522,62,"지금 챙겨둬야 이득! 피엔지 프로젝트 : png 파일 80여종 세트, 스티커, 마스킹테이프",1,33,51.0
8342,"A Quarter, 각자의 색을 담아",사진,3117500,207,1500000,105,같은 피사체를 향한 서로 다른 네 개의 시선을 담은 사진집을 제작한다.,1,21,40.0
8343,"유기견 살리기 캠페인 맨투맨 ""나에겐 당신 밖에 없습니다""",의류,1039050,207,5019,36,"심하게 약해져 있는 동물권과 유기견의 삶, 모든 댕댕이가 당당이가 될 수 있도록 도와주세요",1,33,51.0
8344,싱그러운 여름을 만들어줄 'Things of Beauty',홈 · 리빙,1039000,207,500000,25,저희는 모두가 꽃을 일상처럼 가까이 즐기도록 만들고 싶다는 바람에 모였습니다.,1,33,44.0
8345,길고양이와 함께 행복한 세상을 꿈꾸는 '길냥아이 프로젝트',캐릭터 · 굿즈,1039000,207,500000,60,길고양이와 함께 행복한 세상을 꿈꾸는 길냥아이(길고양이 후원 프로젝트),1,33,40.0
8346,감성일러스트레이터 얄짜의 그림으로 다시 만나는 빨강머리 앤,출판,2077700,207,10037,70,감성 일러스트레이터 얄짜의 그림으로 탄생한 스토리 컬러링북 <빨강머리 앤 컬러링북>,1,33,47.0
8347,"안심 주얼리 Rang 트래블 키트, 나와 내 물건 지키미",테크 · 가전,6233000,207,30111,106,원터치 SOS/나여기/셀피 안심주얼리 Rang과 캐리어 멍청이 스티커가 안전한 여행을...,1,32,51.0
8348,제15회 똥똥배 게임 제작 대회,디지털 게임,727000,207,350000,30,"아마추어를 위한, 아마추어에 의한, 아마추어의 대회.",1,18,30.0
8349,"홈 파티, 기분 좋고 따뜻한 연말을 보내는 방법.",홈 · 리빙,1453999,207,7024,33,"올겨울, 따뜻한 연말과 근사한 홈 파티를 위해.",1,28,27.0
8350,코로나19 대응법 긴급 업데이트! <바이러스 대처 매뉴얼>,출판,10385000,207,50169,66,바이러스 절대 안전하다는 것은 이 세상에 없다.,1,33,27.0
8351,집사야 - 취한다,예술,4154000,207,20067,139,오늘도 수고한 집사님과 냥이의 시원한 맥주한잔,1,10,26.0
8352,새로이 태어난 플레잉 카드 게임 [ 치킨 포커 ],보드게임 · TRPG,10383500,207,5000000,245,"모두가 즐겁게 즐길 수 있도록, 새로운 규칙과 특별한 카드가 추가된 포커 게임 세트.",1,28,48.0
8353,세상에 없던 UN 총회 큐레이션 매거진 <뷰티 인사이드>,출판,4153000,207,2000000,114,일상 속 아름다움의 진정한 의미를 들여다보는 UN 총회 큐레이션 매거진,1,32,40.0
8354,<당신의 방황을 인도로 가져갈게요> 방황하는 청춘에게,출판,2076200,207,1000000,65,방황하는 청춘에게 바치는 에세이. 인도에서 홀로 서는 법을 배우다.,1,30,38.0
8355,말랑뚱땅 아이들과 친해지기! 어디서?[사랑 태권도장]에서!,웹툰 · 만화,1038000,207,5014,40,태권도사범을 꿈꾸는 교범님과 사랑태권도장 아이들의 유쾌한 이야기를 엮은 독립 출판 프로젝트,1,33,51.0
